ID,Account,Email,AGE,Commute,Education,Occupation,Gender,Flag,Married,Cars,HomeChild,TotalChild,Income,Territory,YTD
24705,AW00024705,daniel1@adventure-works.com,46,"2-5 Miles","High School",Manual,F,1,S,1,0,0,25001-50000,"United Kingdom",1
24869,AW00024869,misty0@adventure-works.com,67,"10+ Miles","High School",Professional,M,0,M,3,5,4,"greater than 100000","United Kingdom",0
25139,AW00025139,carlos0@adventure-works.com,54,"0-1 Miles",Bachelors,Professional,M,0,M,2,3,3,50001-75000,Australia,0
25761,AW00025761,shish0@adventure-works.com,50,"1-2 Miles",Bachelors,Clerical,F,1,S,0,0,1,25001-50000,"United Kingdom",0
25946,AW00025946,britta1@adventure-works.com,65,"5-10 Miles","Partial College","Skilled Manual",F,1,M,2,0,2,25001-50000,Australia,1
26292,AW00026292,marty0@adventure-works.com,47,"0-1 Miles","Graduate Degree","Skilled Manual",F,1,M,0,1,1,50001-75000,Northwest,1
26717,AW00026717,david24@adventure-works.com,83,"5-10 Miles","Partial College",Professional,M,1,M,2,0,3,25001-50000,Northwest,0
26869,AW00026869,anne0@adventure-works.com,55,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,0,0,1,25001-50000,"United Kingdom",0
26952,AW00026952,mircea0@adventure-works.com,48,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,0,25001-50000,France,0
27040,AW00027040,paul5@adventure-works.com,61,"1-2 Miles","Partial High School",Clerical,M,1,M,2,1,2,0-25000,Northeast,0
27505,AW00027505,bonnie3@adventure-works.com,42,"5-10 Miles","High School","Skilled Manual",F,1,S,2,0,0,25001-50000,Southwest,0
27858,AW00027858,anders0@adventure-works.com,75,"2-5 Miles","Partial College",Manual,F,0,S,1,0,3,0-25000,Germany,0
27928,AW00027928,dianne0@adventure-works.com,62,"5-10 Miles","High School",Professional,F,0,S,2,4,2,"greater than 100000","United Kingdom",0
27934,AW00027934,lanna0@adventure-works.com,73,"2-5 Miles","High School",Professional,F,0,M,2,1,5,50001-75000,France,0
27948,AW00027948,cathy0@adventure-works.com,65,"10+ Miles",Bachelors,Management,M,1,M,2,5,2,"greater than 100000",Germany,1
27972,AW00027972,leonard0@adventure-works.com,45,"10+ Miles",Bachelors,Professional,M,1,M,3,0,0,75001-100000,Australia,0
28437,AW00028437,mary10@adventure-works.com,42,"2-5 Miles","Partial College",Clerical,F,1,S,1,0,0,25001-50000,"United Kingdom",0
28560,AW00028560,peggy1@adventure-works.com,46,"2-5 Miles","High School",Manual,F,1,S,1,0,0,25001-50000,France,0
28584,AW00028584,rolando0@adventure-works.com,64,"2-5 Miles","High School",Clerical,F,1,M,1,0,1,25001-50000,Southwest,0
28678,AW00028678,ben2@adventure-works.com,52,"0-1 Miles",Bachelors,"Skilled Manual",M,0,S,1,3,3,75001-100000,Northwest,1
28875,AW00028875,denise2@adventure-works.com,61,"5-10 Miles","Partial College",Professional,M,1,S,3,4,2,"greater than 100000",France,0
29283,AW00029283,jeff4@adventure-works.com,69,"1-2 Miles","High School",Professional,M,0,M,2,0,4,25001-50000,Southwest,0
29407,AW00029407,samantha1@adventure-works.com,42,"0-1 Miles","High School",Manual,F,1,M,1,4,4,0-25000,"United Kingdom",1
17641,AW00017641,lorrin0@adventure-works.com,47,"1-2 Miles","Partial High School",Manual,M,0,S,2,0,0,0-25000,France,1
17708,AW00017708,timothy1@adventure-works.com,57,"0-1 Miles","Graduate Degree",Clerical,M,1,M,0,0,1,0-25000,"United Kingdom",0
17900,AW00017900,victoria0@adventure-works.com,76,"1-2 Miles","Partial College",Manual,F,1,S,1,0,3,0-25000,France,1
18145,AW00018145,david25@adventure-works.com,74,"2-5 Miles",Bachelors,Management,M,0,M,2,0,5,75001-100000,Germany,0
18295,AW00018295,ajay1@adventure-works.com,59,"5-10 Miles",Bachelors,Professional,F,1,M,1,0,2,75001-100000,Australia,0
19068,AW00019068,alma1@adventure-works.com,67,"10+ Miles","Partial College",Professional,F,0,M,3,5,4,"greater than 100000",Germany,0
19073,AW00019073,lolan1@adventure-works.com,69,"10+ Miles","High School",Management,M,0,M,4,5,0,"greater than 100000","United Kingdom",1
19154,AW00019154,william5@adventure-works.com,54,"10+ Miles",Bachelors,"Skilled Manual",F,1,M,3,4,4,50001-75000,Northwest,0
19254,AW00019254,anibal1@adventure-works.com,61,"0-1 Miles",Bachelors,Clerical,M,1,S,0,0,1,0-25000,Germany,1
19303,AW00019303,sylvia1@adventure-works.com,67,"0-1 Miles","High School",Manual,M,0,M,2,0,3,0-25000,France,0
19960,AW00019960,phil0@adventure-works.com,45,"10+ Miles","High School",Management,M,1,M,2,5,0,75001-100000,Australia,1
17851,AW00017851,warren0@adventure-works.com,45,"1-2 Miles","Partial High School",Manual,M,1,S,2,0,0,0-25000,Germany,0
25660,AW00025660,warren1@adventure-works.com,56,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,1,0,1,25001-50000,France,1
21806,AW00021806,kelvin0@adventure-works.com,67,"10+ Miles","Partial College",Professional,M,1,S,2,1,2,50001-75000,Southwest,0
24062,AW00024062,crystal0@adventure-works.com,52,"0-1 Miles","Partial High School",Manual,F,1,M,0,5,5,0-25000,France,0
12298,AW00012298,crystal1@adventure-works.com,73,"2-5 Miles","Partial College",Professional,F,0,S,2,0,5,75001-100000,Germany,1
25311,AW00025311,laura7@adventure-works.com,45,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,1,1,1,25001-50000,France,1
26146,AW00026146,laura8@adventure-works.com,53,"1-2 Miles",Bachelors,Professional,F,1,M,4,5,5,75001-100000,Australia,0
29449,AW00029449,laura9@adventure-works.com,77,"0-1 Miles",Bachelors,Clerical,F,1,S,0,0,1,25001-50000,Germany,0
20933,AW00020933,laura10@adventure-works.com,40,"0-1 Miles","Partial College",Clerical,F,1,S,3,4,4,25001-50000,"United Kingdom",1
19998,AW00019998,laura11@adventure-works.com,51,"10+ Miles","High School","Skilled Manual",F,1,S,3,5,5,25001-50000,Southwest,1
18185,AW00018185,laura12@adventure-works.com,70,"10+ Miles","Partial High School",Professional,F,0,M,3,5,4,"greater than 100000",Germany,1
20615,AW00020615,laura13@adventure-works.com,44,"10+ Miles","Partial College",Management,F,1,S,3,5,0,"greater than 100000",Australia,1
21103,AW00021103,francis1@adventure-works.com,55,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,0,0,1,25001-50000,"United Kingdom",1
11462,AW00011462,laura14@adventure-works.com,46,"10+ Miles","High School",Management,F,1,M,4,5,0,"greater than 100000",Australia,1
12683,AW00012683,laura15@adventure-works.com,45,"10+ Miles","Partial High School",Professional,F,1,S,4,5,5,"greater than 100000",Australia,1
12867,AW00012867,laura16@adventure-works.com,43,"0-1 Miles","Partial High School",Manual,F,1,S,2,0,0,0-25000,Germany,1
24589,AW00024589,laura17@adventure-works.com,43,"10+ Miles",Bachelors,Professional,F,0,S,3,0,0,50001-75000,Australia,0
27730,AW00027730,isabella0@adventure-works.com,40,"5-10 Miles","Partial High School",Clerical,F,1,S,2,0,0,25001-50000,Northwest,0
16287,AW00016287,laura18@adventure-works.com,51,"0-1 Miles",Bachelors,Professional,F,1,M,0,0,0,25001-50000,"United Kingdom",1
28869,AW00028869,isabella1@adventure-works.com,46,"5-10 Miles","Partial College","Skilled Manual",F,1,S,2,0,0,50001-75000,Northwest,1
29439,AW00029439,laura19@adventure-works.com,57,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,1,0-25000,"United Kingdom",0
22029,AW00022029,laura20@adventure-works.com,78,"5-10 Miles",Bachelors,Management,F,1,M,2,0,2,25001-50000,Australia,0
14830,AW00014830,isabella2@adventure-works.com,55,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,0,1,25001-50000,Germany,1
24503,AW00024503,laura21@adventure-works.com,77,"0-1 Miles",Bachelors,Management,F,1,M,2,0,2,25001-50000,Australia,1
21552,AW00021552,francis2@adventure-works.com,42,"10+ Miles",Bachelors,Professional,M,0,M,3,0,0,75001-100000,Australia,1
18107,AW00018107,laura22@adventure-works.com,67,"10+ Miles","Partial College",Professional,F,1,M,2,1,2,50001-75000,Southwest,0
13488,AW00013488,laura23@adventure-works.com,80,"2-5 Miles","Graduate Degree",Management,F,1,M,3,4,2,"greater than 100000",Northwest,0
24692,AW00024692,laura24@adventure-works.com,38,"1-2 Miles","Partial High School",Manual,F,1,M,2,0,0,0-25000,Germany,0
25441,AW00025441,isabella3@adventure-works.com,53,"2-5 Miles",Bachelors,"Skilled Manual",F,1,M,1,4,4,25001-50000,Southwest,0
16701,AW00016701,laura25@adventure-works.com,55,"0-1 Miles",Bachelors,Professional,F,0,S,2,0,0,50001-75000,Australia,0
29203,AW00029203,laura26@adventure-works.com,61,"5-10 Miles","Partial College",Professional,F,1,M,0,2,3,50001-75000,Southwest,1
21113,AW00021113,laura27@adventure-works.com,41,"2-5 Miles","Partial College",Clerical,F,1,S,1,0,0,25001-50000,France,0
28080,AW00028080,isabella4@adventure-works.com,50,"1-2 Miles","Partial College","Skilled Manual",F,0,S,2,4,4,75001-100000,Canada,0
17205,AW00017205,lisa4@adventure-works.com,73,"0-1 Miles","Graduate Degree",Management,F,0,S,4,4,3,"greater than 100000","United Kingdom",0
16820,AW00016820,isabella5@adventure-works.com,66,"10+ Miles","Partial College",Professional,F,1,M,2,2,5,50001-75000,Canada,1
28514,AW00028514,lisa5@adventure-works.com,49,"0-1 Miles","High School",Manual,F,0,S,0,2,2,0-25000,France,0
11495,AW00011495,francis3@adventure-works.com,47,"1-2 Miles","Partial College",Clerical,M,1,S,1,2,2,25001-50000,Germany,0
24600,AW00024600,lisa6@adventure-works.com,45,"10+ Miles",Bachelors,Professional,F,0,M,3,0,0,75001-100000,Australia,0
17584,AW00017584,lisa7@adventure-works.com,50,"0-1 Miles",Bachelors,"Skilled Manual",F,0,S,1,2,2,50001-75000,Southwest,0
24640,AW00024640,lisa8@adventure-works.com,77,"1-2 Miles",Bachelors,Management,F,0,S,2,0,4,25001-50000,Southwest,1
14102,AW00014102,lisa9@adventure-works.com,76,"5-10 Miles","Graduate Degree",Management,F,1,S,1,0,2,50001-75000,Australia,1
26158,AW00026158,lisa10@adventure-works.com,61,"5-10 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Australia,0
17979,AW00017979,lisa11@adventure-works.com,50,"0-1 Miles",Bachelors,Clerical,F,0,M,0,0,0,25001-50000,"United Kingdom",1
13809,AW00013809,lisa12@adventure-works.com,54,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,0,1,25001-50000,"United Kingdom",0
27855,AW00027855,lisa13@adventure-works.com,76,"0-1 Miles","Partial College",Manual,F,0,S,0,0,1,0-25000,Germany,0
19859,AW00019859,lisa14@adventure-works.com,72,"10+ Miles",Bachelors,Management,F,1,M,2,0,4,50001-75000,Southwest,0
16425,AW00016425,lisa15@adventure-works.com,52,"0-1 Miles",Bachelors,Professional,F,1,M,0,0,0,25001-50000,France,1
26962,AW00026962,francis4@adventure-works.com,50,"1-2 Miles","Partial College",Manual,M,0,M,0,1,1,0-25000,"United Kingdom",0
24215,AW00024215,lisa16@adventure-works.com,65,"0-1 Miles","High School",Manual,F,1,M,2,1,2,0-25000,Germany,0
15059,AW00015059,lisa17@adventure-works.com,59,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,3,25001-50000,"United Kingdom",1
19753,AW00019753,lisa18@adventure-works.com,70,"1-2 Miles","High School","Skilled Manual",F,0,M,2,0,4,0-25000,Australia,0
14710,AW00014710,lisa19@adventure-works.com,47,"2-5 Miles","High School",Manual,F,0,S,1,0,0,25001-50000,Germany,0
19530,AW00019530,lisa20@adventure-works.com,51,"2-5 Miles","Graduate Degree",Professional,F,1,S,1,0,0,50001-75000,Southwest,0
17314,AW00017314,lisa21@adventure-works.com,52,"1-2 Miles","Graduate Degree",Management,F,0,S,3,0,0,"greater than 100000",Australia,0
13846,AW00013846,lisa22@adventure-works.com,43,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,"United Kingdom",1
21118,AW00021118,lisa23@adventure-works.com,43,"5-10 Miles","High School",Manual,F,0,S,1,0,0,0-25000,"United Kingdom",0
11241,AW00011241,lisa24@adventure-works.com,61,"5-10 Miles","Partial College",Professional,F,1,S,4,3,2,75001-100000,France,1
19480,AW00019480,lisa25@adventure-works.com,56,"0-1 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,France,1
15481,AW00015481,jamie2@adventure-works.com,47,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,2,50001-75000,Southwest,1
26402,AW00026402,jamie3@adventure-works.com,65,"2-5 Miles",Bachelors,Management,F,0,S,3,4,3,75001-100000,France,0
27815,AW00027815,jamie4@adventure-works.com,38,"0-1 Miles","Partial College",Clerical,F,1,M,2,3,3,25001-50000,"United Kingdom",0
12258,AW00012258,jamie5@adventure-works.com,57,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,4,25001-50000,Germany,0
19301,AW00019301,jamie6@adventure-works.com,66,"2-5 Miles","Partial College",Manual,F,1,M,1,0,2,0-25000,"United Kingdom",0
18465,AW00018465,jamie7@adventure-works.com,66,"5-10 Miles","High School","Skilled Manual",F,1,S,2,0,3,25001-50000,Australia,1
19986,AW00019986,jamie8@adventure-works.com,49,"2-5 Miles",Bachelors,"Skilled Manual",F,1,S,0,2,2,25001-50000,Southwest,1
27595,AW00027595,jamie9@adventure-works.com,52,"0-1 Miles","Graduate Degree",Management,F,1,M,3,5,5,75001-100000,Australia,0
21738,AW00021738,francis5@adventure-works.com,56,"0-1 Miles","Graduate Degree",Clerical,M,1,M,0,0,1,0-25000,"United Kingdom",0
19488,AW00019488,jamie10@adventure-works.com,54,"0-1 Miles","Partial College",Clerical,F,1,S,2,2,2,25001-50000,France,0
17327,AW00017327,jamie11@adventure-works.com,55,"5-10 Miles",Bachelors,Professional,F,0,S,1,0,0,50001-75000,Australia,0
16329,AW00016329,jamie12@adventure-works.com,44,"1-2 Miles","Partial High School",Manual,F,0,S,2,0,0,0-25000,"United Kingdom",0
16179,AW00016179,jamie13@adventure-works.com,50,"1-2 Miles",Bachelors,Professional,F,1,S,4,5,5,75001-100000,Australia,0
23646,AW00023646,jamie14@adventure-works.com,44,"10+ Miles",Bachelors,Professional,F,1,S,3,0,0,75001-100000,Australia,0
17132,AW00017132,isabella6@adventure-works.com,72,"10+ Miles",Bachelors,Management,F,1,S,2,0,5,50001-75000,Northwest,0
12624,AW00012624,jamie15@adventure-works.com,66,"2-5 Miles","Partial College",Manual,F,1,M,1,0,2,0-25000,Germany,1
21389,AW00021389,jamie16@adventure-works.com,65,"1-2 Miles","High School","Skilled Manual",F,0,M,2,0,3,25001-50000,Australia,1
13140,AW00013140,jamie17@adventure-works.com,65,"5-10 Miles",Bachelors,Management,F,1,M,1,0,2,25001-50000,Australia,0
26022,AW00026022,jamie18@adventure-works.com,49,"2-5 Miles","Graduate Degree",Management,F,1,M,0,0,1,75001-100000,Australia,1
19238,AW00019238,isabella7@adventure-works.com,45,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,M,0,0,1,25001-50000,Northwest,0
29446,AW00029446,jamie19@adventure-works.com,81,"0-1 Miles","Graduate Degree",Clerical,F,0,S,0,0,1,0-25000,Germany,0
22196,AW00022196,francis6@adventure-works.com,62,"1-2 Miles","High School","Skilled Manual",M,0,S,2,0,2,75001-100000,Australia,1
11891,AW00011891,jamie20@adventure-works.com,60,"0-1 Miles","Graduate Degree",Professional,F,1,M,2,4,5,50001-75000,Southwest,0
13895,AW00013895,isabella8@adventure-works.com,48,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,5,50001-75000,Northwest,1
20151,AW00020151,jamie21@adventure-works.com,38,"2-5 Miles","Partial College",Manual,F,1,M,1,0,0,0-25000,Australia,1
15155,AW00015155,jamie22@adventure-works.com,77,"10+ Miles","Graduate Degree",Management,F,1,M,2,0,5,50001-75000,Southwest,1
22272,AW00022272,isabella9@adventure-works.com,49,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,3,75001-100000,Southwest,0
21429,AW00021429,isabella10@adventure-works.com,62,"5-10 Miles","Partial College",Professional,F,1,M,2,0,3,50001-75000,Northwest,1
22156,AW00022156,jamie23@adventure-works.com,70,"5-10 Miles","Partial College",Clerical,F,0,M,2,0,3,25001-50000,Australia,0
26772,AW00026772,jamie24@adventure-works.com,58,"5-10 Miles","Partial College","Skilled Manual",F,1,M,3,4,5,50001-75000,Australia,0
13505,AW00013505,jamie25@adventure-works.com,62,"0-1 Miles","Partial College",Manual,F,1,M,0,0,2,0-25000,"United Kingdom",0
12789,AW00012789,jamie26@adventure-works.com,61,"0-1 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Southwest,1
22746,AW00022746,erica0@adventure-works.com,73,"2-5 Miles",Bachelors,Management,F,1,M,2,0,5,50001-75000,Southwest,0
22168,AW00022168,erica1@adventure-works.com,69,"1-2 Miles","Partial College",Clerical,F,0,M,2,0,3,25001-50000,Australia,1
17278,AW00017278,isabella11@adventure-works.com,48,"0-1 Miles",Bachelors,Professional,F,1,M,0,0,2,75001-100000,Australia,1
18308,AW00018308,erica2@adventure-works.com,62,"5-10 Miles","Partial College","Skilled Manual",F,1,S,1,0,1,50001-75000,Australia,1
27520,AW00027520,francis7@adventure-works.com,59,"0-1 Miles",Bachelors,Management,M,0,S,4,1,4,"greater than 100000",Australia,0
21564,AW00021564,erica3@adventure-works.com,47,"10+ Miles",Bachelors,Professional,F,1,S,4,0,0,75001-100000,Australia,0
25678,AW00025678,erica4@adventure-works.com,43,"0-1 Miles","Partial High School",Manual,F,0,S,2,0,0,0-25000,Germany,0
11220,AW00011220,erica5@adventure-works.com,68,"10+ Miles","Partial College",Professional,F,1,M,1,1,2,50001-75000,Southwest,0
25452,AW00025452,erica6@adventure-works.com,51,"2-5 Miles",Bachelors,Clerical,F,1,M,0,1,1,25001-50000,France,0
16033,AW00016033,erica7@adventure-works.com,47,"0-1 Miles","Graduate Degree",Manual,F,1,M,0,0,0,0-25000,"United Kingdom",1
19062,AW00019062,erica8@adventure-works.com,66,"10+ Miles","Partial College",Professional,F,1,M,2,1,4,75001-100000,France,0
13010,AW00013010,erica9@adventure-works.com,53,"5-10 Miles",Bachelors,Professional,F,1,M,2,3,3,50001-75000,Australia,1
24963,AW00024963,erica10@adventure-works.com,71,"10+ Miles","High School",Professional,F,1,M,2,1,2,25001-50000,Southwest,0
27009,AW00027009,erica11@adventure-works.com,47,"0-1 Miles","Partial College",Clerical,F,0,S,2,2,2,25001-50000,"United Kingdom",0
25245,AW00025245,francis8@adventure-works.com,82,"0-1 Miles","Partial College",Clerical,M,0,S,2,0,2,25001-50000,Australia,0
20863,AW00020863,erica12@adventure-works.com,49,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,0,25001-50000,"United Kingdom",1
26135,AW00026135,erica13@adventure-works.com,51,"1-2 Miles",Bachelors,Professional,F,1,M,0,3,3,75001-100000,Australia,1
25221,AW00025221,erica14@adventure-works.com,57,"5-10 Miles","Partial College","Skilled Manual",F,1,S,1,0,1,50001-75000,Australia,1
19087,AW00019087,erica15@adventure-works.com,43,"10+ Miles",Bachelors,Professional,F,1,M,2,0,0,75001-100000,Australia,0
22323,AW00022323,erica16@adventure-works.com,46,"1-2 Miles","Partial College",Clerical,F,1,S,1,2,2,25001-50000,France,0
21843,AW00021843,erica17@adventure-works.com,72,"10+ Miles",Bachelors,Management,F,1,S,4,4,3,"greater than 100000",Germany,0
23643,AW00023643,erica18@adventure-works.com,43,"10+ Miles",Bachelors,Professional,F,0,S,3,0,0,50001-75000,Australia,0
11481,AW00011481,erica19@adventure-works.com,45,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,Germany,1
20832,AW00020832,kelvin1@adventure-works.com,57,"0-1 Miles","Graduate Degree",Clerical,M,1,S,0,0,3,25001-50000,"United Kingdom",1
17223,AW00017223,francis9@adventure-works.com,70,"10+ Miles","High School",Management,M,1,M,4,1,5,75001-100000,France,0
22816,AW00022816,erica20@adventure-works.com,72,"10+ Miles",Bachelors,Management,F,1,M,4,4,4,"greater than 100000",Germany,1
26924,AW00026924,erica21@adventure-works.com,41,"0-1 Miles","Partial College",Manual,F,0,S,0,0,0,0-25000,Australia,0
27484,AW00027484,kristen0@adventure-works.com,69,"5-10 Miles","Partial High School",Clerical,F,1,S,2,1,2,0-25000,Australia,0
20583,AW00020583,kristen1@adventure-works.com,67,"10+ Miles","High School",Professional,F,1,M,2,1,4,75001-100000,Germany,0
22002,AW00022002,kristen2@adventure-works.com,82,"0-1 Miles","Partial College",Clerical,F,0,M,2,0,2,25001-50000,Australia,0
