ID,Account,Email,AGE,Commute,Education,Occupation,Gender,Flag,Married,Cars,HomeChild,TotalChild,Income,Territory,YTD
19788,AW00019788,kristen17@adventure-works.com,62,"1-2 Miles","High School","Skilled Manual",F,0,S,2,0,2,75001-100000,Australia,1
16533,AW00016533,kristen18@adventure-works.com,57,"1-2 Miles","Partial College",Manual,F,1,M,0,1,1,0-25000,France,1
11017,AW00011017,shannon1@adventure-works.com,74,"5-10 Miles","High School","Skilled Manual",F,1,S,2,0,4,0-25000,Australia,1
15491,AW00015491,shannon3@adventure-works.com,50,"2-5 Miles",Bachelors,"Skilled Manual",F,1,S,1,2,2,50001-75000,Southeast,1
11250,AW00011250,shannon4@adventure-works.com,63,"5-10 Miles","High School",Professional,F,1,M,2,4,3,"greater than 100000","United Kingdom",1
12001,AW00012001,shannon5@adventure-works.com,53,"1-2 Miles",Bachelors,Professional,F,1,S,4,5,5,75001-100000,Australia,1
11515,AW00011515,shannon6@adventure-works.com,64,"2-5 Miles","High School",Clerical,F,1,M,1,0,1,25001-50000,Southwest,1
15268,AW00015268,shannon7@adventure-works.com,76,"5-10 Miles","Graduate Degree",Management,F,1,S,1,0,2,50001-75000,Australia,1
14716,AW00014716,shannon9@adventure-works.com,47,"0-1 Miles","Partial College",Clerical,F,1,S,1,2,2,25001-50000,France,1
14292,AW00014292,isabella15@adventure-works.com,61,"5-10 Miles","Partial High School","Skilled Manual",F,1,S,2,0,2,50001-75000,Southwest,1
12007,AW00012007,shannon12@adventure-works.com,57,"5-10 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Australia,1
27571,AW00027571,shannon14@adventure-works.com,59,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,4,75001-100000,Southwest,1
11378,AW00011378,shannon15@adventure-works.com,58,"2-5 Miles","High School",Manual,F,0,S,1,1,1,0-25000,France,1
19438,AW00019438,shannon19@adventure-works.com,49,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,0,25001-50000,Germany,1
23547,AW00023547,francis14@adventure-works.com,65,"5-10 Miles",Bachelors,Management,M,1,S,1,0,2,25001-50000,Australia,1
20923,AW00020923,isabella19@adventure-works.com,54,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,0,1,25001-50000,Germany,1
11422,AW00011422,dustin1@adventure-works.com,72,"5-10 Miles",Bachelors,Management,M,1,M,3,4,4,"greater than 100000","United Kingdom",1
24089,AW00024089,dustin6@adventure-works.com,52,"0-1 Miles",Bachelors,Professional,M,1,M,0,0,0,25001-50000,France,1
18484,AW00018484,dustin9@adventure-works.com,62,"1-2 Miles","High School","Skilled Manual",M,0,S,2,0,2,75001-100000,Australia,1
28569,AW00028569,dustin11@adventure-works.com,47,"1-2 Miles","Partial College",Clerical,M,1,M,1,2,2,25001-50000,France,1
26588,AW00026588,dustin12@adventure-works.com,61,"5-10 Miles","High School","Skilled Manual",M,1,M,2,0,2,50001-75000,Australia,1
26684,AW00026684,dustin13@adventure-works.com,52,"2-5 Miles",Bachelors,Management,M,1,M,3,2,2,"greater than 100000",Southwest,1
11895,AW00011895,dustin16@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,M,1,M,0,0,1,75001-100000,Australia,1
27340,AW00027340,francis16@adventure-works.com,42,"10+ Miles",Bachelors,Professional,M,1,S,2,0,0,75001-100000,Australia,1
17910,AW00017910,dustin17@adventure-works.com,41,"0-1 Miles","High School",Manual,M,1,M,2,0,0,0-25000,Australia,1
12337,AW00012337,dustin20@adventure-works.com,43,"5-10 Miles",Bachelors,Professional,M,0,S,2,0,0,50001-75000,Australia,1
18458,AW00018458,gregory5@adventure-works.com,68,"5-10 Miles","Partial College",Clerical,M,1,S,2,0,3,25001-50000,Australia,1
25321,AW00025321,francis17@adventure-works.com,48,"1-2 Miles","Partial College",Clerical,M,1,S,0,2,2,25001-50000,France,1
24048,AW00024048,gregory8@adventure-works.com,50,"2-5 Miles","Partial College",Manual,M,1,M,0,1,1,0-25000,"United Kingdom",1
16244,AW00016244,gregory12@adventure-works.com,59,"1-2 Miles","Graduate Degree","Skilled Manual",M,1,M,0,0,4,75001-100000,Southwest,1
20614,AW00020614,gregory13@adventure-works.com,45,"10+ Miles","Partial College",Management,M,1,S,3,5,0,"greater than 100000",Australia,1
25161,AW00025161,isabella22@adventure-works.com,54,"0-1 Miles",Bachelors,Management,F,1,M,3,2,3,"greater than 100000",Southwest,1
20880,AW00020880,isabella23@adventure-works.com,51,"0-1 Miles","High School",Manual,F,1,S,1,3,3,0-25000,"United Kingdom",1
19436,AW00019436,gregory15@adventure-works.com,49,"1-2 Miles",Bachelors,Clerical,M,1,M,0,0,1,25001-50000,France,1
13346,AW00013346,gregory18@adventure-works.com,75,"5-10 Miles",Bachelors,Management,M,1,S,3,4,2,"greater than 100000",Northwest,1
18437,AW00018437,isabella24@adventure-works.com,77,"10+ Miles","Graduate Degree",Management,F,1,M,2,0,5,50001-75000,Southwest,1
26651,AW00026651,gregory20@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,M,1,S,0,4,4,75001-100000,Australia,1
28712,AW00028712,gregory23@adventure-works.com,49,"0-1 Miles",Bachelors,Clerical,M,0,S,0,0,1,25001-50000,"United Kingdom",1
13104,AW00013104,gregory24@adventure-works.com,55,"5-10 Miles",Bachelors,Professional,M,0,S,1,0,0,50001-75000,Australia,1
21222,AW00021222,kelvin2@adventure-works.com,57,"0-1 Miles","Partial College","Skilled Manual",M,1,M,1,0,1,50001-75000,Australia,1
13842,AW00013842,kenneth3@adventure-works.com,44,"0-1 Miles","Partial High School",Manual,M,0,S,2,0,0,0-25000,Germany,1
11472,AW00011472,kenneth7@adventure-works.com,55,"5-10 Miles",Bachelors,Professional,M,1,S,2,2,3,50001-75000,Australia,1
18701,AW00018701,kenneth8@adventure-works.com,50,"2-5 Miles",Bachelors,Professional,M,1,S,1,2,2,50001-75000,Australia,1
24384,AW00024384,kenneth10@adventure-works.com,44,"0-1 Miles","Partial College",Clerical,M,0,M,1,0,0,25001-50000,France,1
23606,AW00023606,kenneth12@adventure-works.com,63,"0-1 Miles","Partial College",Professional,M,1,M,3,4,3,"greater than 100000","United Kingdom",1
17037,AW00017037,kenneth15@adventure-works.com,58,"0-1 Miles","Graduate Degree",Professional,M,1,M,0,0,4,75001-100000,Canada,1
16654,AW00016654,heather0@adventure-works.com,45,"5-10 Miles","Partial College",Professional,F,1,M,2,0,0,50001-75000,Canada,1
12499,AW00012499,heather1@adventure-works.com,40,"2-5 Miles","High School",Manual,F,0,S,1,0,0,0-25000,Germany,1
19517,AW00019517,max2@adventure-works.com,43,"2-5 Miles","Partial College",Clerical,M,0,S,1,0,0,25001-50000,France,1
18275,AW00018275,heather4@adventure-works.com,56,"0-1 Miles","Partial College","Skilled Manual",F,0,S,1,0,1,50001-75000,Australia,1
26276,AW00026276,heather5@adventure-works.com,60,"1-2 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Northwest,1
24914,AW00024914,heather8@adventure-works.com,46,"10+ Miles",Bachelors,Professional,F,0,M,4,0,0,75001-100000,Australia,1
24596,AW00024596,heather9@adventure-works.com,45,"10+ Miles",Bachelors,Professional,F,1,M,3,0,0,75001-100000,Australia,1
28729,AW00028729,heather12@adventure-works.com,38,"1-2 Miles","Partial High School",Manual,F,1,S,2,0,0,0-25000,"United Kingdom",1
17639,AW00017639,heather15@adventure-works.com,46,"1-2 Miles","Partial College",Clerical,F,1,S,0,2,2,25001-50000,"United Kingdom",1
20552,AW00020552,heather16@adventure-works.com,61,"0-1 Miles","High School",Professional,F,1,M,3,4,2,"greater than 100000","United Kingdom",1
22449,AW00022449,heather17@adventure-works.com,49,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,0,25001-50000,France,1
12711,AW00012711,heather18@adventure-works.com,45,"1-2 Miles","Partial High School",Manual,F,0,S,2,0,0,0-25000,France,1
27128,AW00027128,heather20@adventure-works.com,49,"0-1 Miles","Graduate Degree",Clerical,F,0,S,0,0,0,25001-50000,France,1
22995,AW00022995,isabella28@adventure-works.com,46,"1-2 Miles",Bachelors,Management,F,1,S,1,0,0,75001-100000,Canada,1
23348,AW00023348,tiffany2@adventure-works.com,59,"0-1 Miles",Bachelors,Management,F,0,S,3,1,1,75001-100000,Australia,1
11224,AW00011224,tiffany3@adventure-works.com,67,"10+ Miles","High School",Professional,F,1,S,2,1,2,50001-75000,Northwest,1
21215,AW00021215,tiffany5@adventure-works.com,54,"5-10 Miles",Bachelors,Professional,F,1,S,1,0,0,50001-75000,Australia,1
21723,AW00021723,tiffany6@adventure-works.com,46,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,M,0,0,0,25001-50000,Southwest,1
12266,AW00012266,tiffany7@adventure-works.com,59,"2-5 Miles","Partial College",Manual,F,1,M,1,0,2,0-25000,Germany,1
13565,AW00013565,tiffany10@adventure-works.com,67,"0-1 Miles","Partial College",Manual,F,0,M,2,0,3,0-25000,France,1
17989,AW00017989,tiffany13@adventure-works.com,53,"0-1 Miles","High School",Manual,F,1,S,1,2,2,0-25000,Germany,1
26437,AW00026437,tiffany14@adventure-works.com,45,"10+ Miles","Partial College",Management,F,1,S,3,5,0,"greater than 100000",Australia,1
16352,AW00016352,tiffany15@adventure-works.com,64,"5-10 Miles","Partial College","Skilled Manual",F,1,S,2,0,2,75001-100000,Australia,1
25927,AW00025927,tiffany18@adventure-works.com,69,"5-10 Miles","High School","Skilled Manual",F,1,S,2,1,2,0-25000,Australia,1
11986,AW00011986,max5@adventure-works.com,55,"5-10 Miles",Bachelors,Professional,M,1,S,1,0,0,50001-75000,Australia,1
24083,AW00024083,max7@adventure-works.com,54,"0-1 Miles","High School",Manual,M,1,M,0,3,3,0-25000,France,1
18838,AW00018838,natalie2@adventure-works.com,63,"5-10 Miles","Partial College",Professional,F,1,M,1,2,3,75001-100000,Southwest,1
24061,AW00024061,kelvin3@adventure-works.com,52,"0-1 Miles","Partial High School",Manual,M,1,M,1,4,4,0-25000,France,1
14774,AW00014774,max8@adventure-works.com,50,"0-1 Miles","Graduate Degree",Clerical,M,1,S,0,0,0,25001-50000,Germany,1
11707,AW00011707,natalie5@adventure-works.com,54,"0-1 Miles",Bachelors,Professional,F,1,S,3,2,4,50001-75000,Southwest,1
29316,AW00029316,max9@adventure-works.com,59,"2-5 Miles",Bachelors,Professional,M,0,S,1,0,2,75001-100000,Australia,1
12980,AW00012980,max10@adventure-works.com,59,"0-1 Miles","Graduate Degree",Professional,M,1,M,0,0,2,75001-100000,Northwest,1
19114,AW00019114,natalie12@adventure-works.com,48,"2-5 Miles",Bachelors,"Skilled Manual",F,1,M,1,1,1,25001-50000,Southwest,1
24352,AW00024352,natalie13@adventure-works.com,58,"2-5 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Northwest,1
13241,AW00013241,natalie15@adventure-works.com,68,"10+ Miles","Partial High School","Skilled Manual",F,1,M,2,1,2,25001-50000,Canada,1
12010,AW00012010,max16@adventure-works.com,61,"5-10 Miles","Partial College","Skilled Manual",M,1,M,1,0,1,75001-100000,Australia,1
15840,AW00015840,natalie17@adventure-works.com,46,"5-10 Miles","Partial College","Skilled Manual",F,1,M,2,0,0,50001-75000,Northwest,1
14165,AW00014165,natalie18@adventure-works.com,49,"0-1 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,0,25001-50000,"United Kingdom",1
20649,AW00020649,natalie19@adventure-works.com,46,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,2,50001-75000,Southwest,1
25765,AW00025765,natalie21@adventure-works.com,49,"0-1 Miles",Bachelors,Management,F,0,S,3,0,2,75001-100000,Northwest,1
23413,AW00023413,max20@adventure-works.com,50,"0-1 Miles",Bachelors,Professional,M,1,M,1,2,2,50001-75000,Australia,1
28554,AW00028554,natalie24@adventure-works.com,45,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,Germany,1
18721,AW00018721,andy6@adventure-works.com,55,"0-1 Miles",Bachelors,Professional,M,0,S,2,2,3,50001-75000,Australia,1
20829,AW00020829,andy7@adventure-works.com,56,"0-1 Miles","Graduate Degree",Clerical,M,1,M,0,0,4,25001-50000,Germany,1
18831,AW00018831,andy8@adventure-works.com,56,"5-10 Miles",Bachelors,Management,M,1,S,3,3,1,"greater than 100000",Southwest,1
11329,AW00011329,andy9@adventure-works.com,78,"5-10 Miles",Bachelors,Management,M,1,S,2,0,5,75001-100000,Southwest,1
25538,AW00025538,andy10@adventure-works.com,56,"0-1 Miles","Graduate Degree",Clerical,M,1,S,0,0,5,25001-50000,France,1
26344,AW00026344,natalie34@adventure-works.com,53,"2-5 Miles",Bachelors,"Skilled Manual",F,1,S,2,3,3,25001-50000,Southwest,1
16732,AW00016732,natalie35@adventure-works.com,40,"0-1 Miles","High School","Skilled Manual",F,0,S,2,0,0,25001-50000,Northwest,1
28750,AW00028750,andy13@adventure-works.com,45,"1-2 Miles",Bachelors,"Skilled Manual",M,1,M,1,1,1,25001-50000,France,1
15082,AW00015082,kelvin5@adventure-works.com,49,"0-1 Miles","Graduate Degree",Clerical,M,1,M,0,0,0,25001-50000,France,1
24102,AW00024102,andy16@adventure-works.com,54,"0-1 Miles",Bachelors,"Skilled Manual",M,0,M,0,0,1,25001-50000,Germany,1
19620,AW00019620,andy19@adventure-works.com,56,"5-10 Miles","Partial College","Skilled Manual",M,1,S,1,0,1,50001-75000,Australia,1
25163,AW00025163,natalie43@adventure-works.com,62,"5-10 Miles","Partial College",Professional,F,1,M,0,2,3,50001-75000,Southwest,1
14472,AW00014472,natalie44@adventure-works.com,57,"0-1 Miles",Bachelors,Management,F,1,M,3,3,3,"greater than 100000",Southwest,1
17565,AW00017565,alexandra9@adventure-works.com,47,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,Northwest,1
13378,AW00013378,alexandra10@adventure-works.com,70,"1-2 Miles","Partial College",Professional,F,1,M,2,1,4,50001-75000,Southwest,1
19482,AW00019482,andy25@adventure-works.com,56,"0-1 Miles","Partial College",Clerical,M,1,M,1,0,1,25001-50000,Germany,1
12761,AW00012761,alexandra13@adventure-works.com,52,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,0,50001-75000,Northwest,1
18200,AW00018200,alfredo2@adventure-works.com,45,"10+ Miles",Bachelors,Professional,M,0,M,3,0,0,75001-100000,Australia,1
20736,AW00020736,alexandra15@adventure-works.com,43,"1-2 Miles","Partial College",Clerical,F,1,S,1,4,4,25001-50000,Canada,1
25249,AW00025249,alexandra20@adventure-works.com,61,"0-1 Miles","Partial College","Skilled Manual",F,0,S,1,0,1,50001-75000,Australia,1
18558,AW00018558,alexandra23@adventure-works.com,47,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,1,50001-75000,Northwest,1
23323,AW00023323,alfredo9@adventure-works.com,68,"1-2 Miles","Partial High School",Clerical,M,1,M,2,1,2,0-25000,Australia,1
22268,AW00022268,alexandra26@adventure-works.com,49,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,2,50001-75000,Canada,1
26623,AW00026623,alexandra27@adventure-works.com,51,"2-5 Miles","Partial College","Skilled Manual",F,0,S,1,0,0,25001-50000,Northwest,1
19820,AW00019820,alexandra29@adventure-works.com,62,"1-2 Miles","High School",Professional,F,0,M,2,0,2,50001-75000,Southwest,1
18501,AW00018501,alexandra32@adventure-works.com,44,"1-2 Miles","Partial College",Professional,F,0,S,2,0,0,50001-75000,Northwest,1
26165,AW00026165,alexandra35@adventure-works.com,61,"5-10 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Australia,1
23629,AW00023629,alfredo15@adventure-works.com,68,"0-1 Miles","High School",Management,M,1,M,3,5,4,"greater than 100000","United Kingdom",1
25796,AW00025796,kelvin8@adventure-works.com,66,"0-1 Miles","High School",Professional,M,1,M,3,5,4,"greater than 100000","United Kingdom",1
